@id,dct:created,dct:description,dct:modified,rdf:type,rdfs:label,rdfs:seeAlso,skos:altLabel,skos:broader,skos:closeMatch,skos:definition,skos:inScheme,skos:narrower,skos:prefLabel,skos:related,skos:relatedMatch,skos:topConceptOf
<http://registry.it.csiro.au/def/agldwg/agift/special-needs-services>,'2003-08-25'^^xsd:date,"'Developing policy to support the physical and mental wellbeing of people with particular requirements. Establishing health care programs to assist target groups. Includes advisory and support services for individuals with a particular medical condition.

See also COMMUNITY SERVICES - Community support - Aged care services: for social support for elderly people.

See also COMMUNITY SERVICES - Counselling services: for the provision of group therapy or psychological advice.

See also HEALTH CARE - Veterans\' health services: for programs to assist returned services personnel.

See also INDIGENOUS AFFAIRS - Indigenous health services: for programs to assist Aboriginal or Torres Strait Islander communities.'@en",'2015-06-11T07:42:51Z'^^xsd:dateTime,skos:Concept,'Special needs services'@en,<http://unstats.un.org/unsd/cr/registry/regcs.asp?Cl=4&Lg=1&Co=07.1.3>,'Occupational therapy'@en|'Infant health services'@en|'Hearing services'@en|'Migrant health services'@en|'Sexual assault victims support'@en|'Cancer support services'@en|'Adolescent health services'@en|'Youth health services'@en|'Speech pathology'@en|'Disability services'@en|'Women\'s health services'@en|'Brain injury support services'@en|'Support groups'@en|'Rehabilitation services'@en|'Child and adolescent health services'@en|'Physiotherapy'@en,<http://registry.it.csiro.au/def/agldwg/agift/health-care>,,"'Developing policy to support the physical and mental wellbeing of people with particular requirements. Establishing health care programs to assist target groups. Includes advisory and support services for individuals with a particular medical condition.

See also COMMUNITY SERVICES - Community support - Aged care services: for social support for elderly people.

See also COMMUNITY SERVICES - Counselling services: for the provision of group therapy or psychological advice.

See also HEALTH CARE - Veterans\' health services: for programs to assist returned services personnel.

See also INDIGENOUS AFFAIRS - Indigenous health services: for programs to assist Aboriginal or Torres Strait Islander communities.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/independent-living-services>|<http://registry.it.csiro.au/def/agldwg/agift/mental-health-services>|<http://registry.it.csiro.au/def/agldwg/agift/residential-services>|<http://registry.it.csiro.au/def/agldwg/agift/dental-health-services>,'Special needs services'@en,<http://registry.it.csiro.au/def/agldwg/agift/aged-care-services>|<http://registry.it.csiro.au/def/agldwg/agift/counselling-services>|<http://registry.it.csiro.au/def/agldwg/agift/indigenous-health-services>,<http://unstats.un.org/unsd/cr/references/cofog/version1/07-1-3>,
<http://registry.it.csiro.au/def/agldwg/agift/special-operations>,'2003-08-28'^^xsd:date,"'Developing unique approaches to achieve specific military objectives. Deploying small units of highly trained combat personnel, in response to extraordinary circumstances or where specialist skills and equipment are required. Includes training provided to foreign local forces, when military aid is given to other countries.

See also DEFENCE - Emergency management - Disaster support: for emergency defence force assistance to other countries.

See also DEFENCE - Military law: for determining the legality of unconventional warfare.

See also SECURITY - Intelligence - Intelligence support: for gathering military intelligence in support of special operations.

See also SECURITY - External security - Peacekeeping forces: for units deployed to stabilise unrest and restore order.'@en",'2015-06-11T05:21:36Z'^^xsd:dateTime,skos:Concept,'Special operations'@en,,'Unconventional warfare'@en,<http://registry.it.csiro.au/def/agldwg/agift/military-operations>,,"'Developing unique approaches to achieve specific military objectives. Deploying small units of highly trained combat personnel, in response to extraordinary circumstances or where specialist skills and equipment are required. Includes training provided to foreign local forces, when military aid is given to other countries.

See also DEFENCE - Emergency management - Disaster support: for emergency defence force assistance to other countries.

See also DEFENCE - Military law: for determining the legality of unconventional warfare.

See also SECURITY - Intelligence - Intelligence support: for gathering military intelligence in support of special operations.

See also SECURITY - External security - Peacekeeping forces: for units deployed to stabilise unrest and restore order.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Special operations'@en,<http://registry.it.csiro.au/def/agldwg/agift/peacekeeping-forces>|<http://registry.it.csiro.au/def/agldwg/agift/intelligence-support>,,
<http://registry.it.csiro.au/def/agldwg/agift/spectrum-management>,'2003-08-28'^^xsd:date,"'Administering the allocation and use of radio spectrum or \'space\'. Assessing compliance with government regulations. Processing licence applications for bandwidth and radiofrequency. Monitoring signals allocation to reduce interference and developing long-term spectrum plans with defence, scientific, aircraft and maritime industries.'@en",'2005-08-26'^^xsd:date,skos:Concept,'Spectrum management'@en,,'Radio bandwidth licensing'@en|'Bandwidth licensing'@en,<http://registry.it.csiro.au/def/agldwg/agift/radio-communication>,,"'Administering the allocation and use of radio spectrum or \'space\'. Assessing compliance with government regulations. Processing licence applications for bandwidth and radiofrequency. Monitoring signals allocation to reduce interference and developing long-term spectrum plans with defence, scientific, aircraft and maritime industries.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Spectrum management'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/sport-and-fitness-development>,'2003-08-26'^^xsd:date,"'Developing policy and programs to support the growth of competitive sports and associated industries. Encouraging increased participation and funding for sports and fitness programs. Providing training institutions and facilities for elite athletes.

See also BUSINESS SUPPORT AND REGULATION - Business association: for processes to incorporate a sporting body.

See also SPORT AND RECREATION - Community recreational programs - Public fitness promotion: for schemes to encourage physical activity.'@en",'2015-06-11T02:09:46Z'^^xsd:dateTime,skos:Concept,'Sport and fitness development'@en,<http://unstats.un.org/unsd/cr/registry/regcs.asp?Cl=4&Lg=1&Co=08.5.0>,,<http://registry.it.csiro.au/def/agldwg/agift/sport-and-recreation>,,"'Developing policy and programs to support the growth of competitive sports and associated industries. Encouraging increased participation and funding for sports and fitness programs. Providing training institutions and facilities for elite athletes.

See also BUSINESS SUPPORT AND REGULATION - Business association: for processes to incorporate a sporting body.

See also SPORT AND RECREATION - Community recreational programs - Public fitness promotion: for schemes to encourage physical activity.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/games-administration>|<http://registry.it.csiro.au/def/agldwg/agift/sporting-grants-administration>|<http://registry.it.csiro.au/def/agldwg/agift/athlete-scholarship-programs>|<http://registry.it.csiro.au/def/agldwg/agift/games-promotion>|<http://registry.it.csiro.au/def/agldwg/agift/fundraising-and-donation-schemes>,'Sport and fitness development'@en,,<http://unstats.un.org/unsd/cr/references/cofog/version1/08-5-0>,
<http://registry.it.csiro.au/def/agldwg/agift/sport-and-recreation>,'2003-08-25'^^xsd:date,"'Developing policy and programs to encourage community participation in organised games or leisure activities. Implementing promotional strategies, providing funding and administering regulatory bodies.'@en",'2005-05-26'^^xsd:date,skos:Concept,'SPORT AND RECREATION'@en,<http://unstats.un.org/unsd/cr/registry/regcs.asp?Cl=4&Lg=1&Co=08.1>,,,,"'Developing policy and programs to encourage community participation in organised games or leisure activities. Implementing promotional strategies, providing funding and administering regulatory bodies.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/gaming-industry-regulation>|<http://registry.it.csiro.au/def/agldwg/agift/park-and-reserve-services>|<http://registry.it.csiro.au/def/agldwg/agift/sport-and-fitness-development>|<http://registry.it.csiro.au/def/agldwg/agift/sports-drugs-monitoring>|<http://registry.it.csiro.au/def/agldwg/agift/caravan-and-camping-services>|<http://registry.it.csiro.au/def/agldwg/agift/community-recreational-programs>,'SPORT AND RECREATION'@en,,<http://unstats.un.org/unsd/cr/references/cofog/version1/08-1>,<http://registry.it.csiro.au/def/agldwg/agift>
<http://registry.it.csiro.au/def/agldwg/agift/sporting-facilities-management>,'2003-08-28'^^xsd:date,"'Overseeing the care and preparation of land set aside for sporting grounds and amenities. Ensuring facilities are kept clean and maintained. Includes field or court markings, turf or pitch quality, spectator seating, and swimming pools.

See also CIVIC INFRASTRUCTURE - Public land management - Recreational park management: for administration of public leisure areas and playgrounds.

See also SPORT AND RECREATION - Park and reserve services: for administration of sporting grounds.

See also SPORT AND RECREATION - Sport and fitness development - Sporting grants administration: for funding to build and develop sporting facilities.'@en",'2015-06-09T06:36:05Z'^^xsd:dateTime,skos:Concept,'Sporting facilities management'@en,,'Swimming pools'@en|'Playing fields'@en|'Public swimming pool maintenance'@en|'Oval maintenance'@en|'Skate parks'@en,<http://registry.it.csiro.au/def/agldwg/agift/public-land-management>,,"'Overseeing the care and preparation of land set aside for sporting grounds and amenities. Ensuring facilities are kept clean and maintained. Includes field or court markings, turf or pitch quality, spectator seating, and swimming pools.

See also CIVIC INFRASTRUCTURE - Public land management - Recreational park management: for administration of public leisure areas and playgrounds.

See also SPORT AND RECREATION - Park and reserve services: for administration of sporting grounds.

See also SPORT AND RECREATION - Sport and fitness development - Sporting grants administration: for funding to build and develop sporting facilities.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Sporting facilities management'@en,<http://registry.it.csiro.au/def/agldwg/agift/park-and-reserve-services>|<http://registry.it.csiro.au/def/agldwg/agift/sporting-grants-administration>,,
<http://registry.it.csiro.au/def/agldwg/agift/sporting-grants-administration>,'2003-08-26'^^xsd:date,"'Providing financial assistance to help build and develop sporting facilities. Identifying groups that may have less access to opportunities in sport. Allocating funds to support the training and development of athletes, coaches, officials and sports administrators.

See also CIVIC INFRASTRUCTURE - Public land management - Sporting facilities management: for administration of sporting facilities.

See also SPORT AND RECREATION - Sport and fitness development - Athlete scholarship programs: for financial assistance to highly skilled athletes.

See also SPORT AND RECREATION - Sport and fitness development - Fundraising and donation schemes: for encouraging investment in sporting events.'@en",'2015-06-11T05:12:27Z'^^xsd:dateTime,skos:Concept,'Sporting grants administration'@en,,'Measurement standards'@en,<http://registry.it.csiro.au/def/agldwg/agift/sport-and-fitness-development>,,"'Providing financial assistance to help build and develop sporting facilities. Identifying groups that may have less access to opportunities in sport. Allocating funds to support the training and development of athletes, coaches, officials and sports administrators.

See also CIVIC INFRASTRUCTURE - Public land management - Sporting facilities management: for administration of sporting facilities.

See also SPORT AND RECREATION - Sport and fitness development - Athlete scholarship programs: for financial assistance to highly skilled athletes.

See also SPORT AND RECREATION - Sport and fitness development - Fundraising and donation schemes: for encouraging investment in sporting events.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Sporting grants administration'@en,<http://registry.it.csiro.au/def/agldwg/agift/sporting-facilities-management>,,
<http://registry.it.csiro.au/def/agldwg/agift/sports-drugs-monitoring>,'2003-08-26'^^xsd:date,'Developing policy to reduce the supply and use of banned or performance-enhancing substances. Preparing criteria to determine whether a substance is illegal and applying penalties for athletes found in breach of policy. Establishing measures to improve accountability in the prescription of sports drugs. Providing funding for research into doping detection tests. Collaborating with scientists and sporting bodies to share information and research.'@en,'2005-09-05'^^xsd:date,skos:Concept,'Sports drugs monitoring'@en,,'Performance-enhancing drugs'@en|'Drugs'@en,<http://registry.it.csiro.au/def/agldwg/agift/sport-and-recreation>,,'Developing policy to reduce the supply and use of banned or performance-enhancing substances. Preparing criteria to determine whether a substance is illegal and applying penalties for athletes found in breach of policy. Establishing measures to improve accountability in the prescription of sports drugs. Providing funding for research into doping detection tests. Collaborating with scientists and sporting bodies to share information and research.'@en,<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/doping-detection-research>,'Sports drugs monitoring'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/statistical-collection>,'2014-05-26'^^xsd:date,"'Collecting statistics from official providers in Australia and as well as using administrative data to generate statistics. Analysing this collected data to identify trends and other significant information about social or economic activities.

See also STATISTICAL SERVICES - Statistical design:  designing statistical outputs, concepts, methodologies, metadata, and collection instruments.

See also STATISTICAL SERVICES - Statistical standards: providing standards for numerical facts issued to the Australian community to ensure the information is coherent, comprehensible and consistent.

See also STATISTICAL SERVICES - Statistics dissemination: disseminating statistical information for use by a broad cross-section of the community.'@en",'2015-06-13T07:08:32Z'^^xsd:dateTime,skos:Concept,'Statistical collection'@en,,'Demographic surveys'@en|'Statistical analysis'@en|'Population census'@en|'Household census'@en|'Census'@en,<http://registry.it.csiro.au/def/agldwg/agift/statistical-services>,,"'Collecting statistics from official providers in Australia and as well as using administrative data to generate statistics. Analysing this collected data to identify trends and other significant information about social or economic activities.

See also STATISTICAL SERVICES - Statistical design:  designing statistical outputs, concepts, methodologies, metadata, and collection instruments.

See also STATISTICAL SERVICES - Statistical standards: providing standards for numerical facts issued to the Australian community to ensure the information is coherent, comprehensible and consistent.

See also STATISTICAL SERVICES - Statistics dissemination: disseminating statistical information for use by a broad cross-section of the community.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Statistical collection'@en,<http://registry.it.csiro.au/def/agldwg/agift/population-based-research>|<http://registry.it.csiro.au/def/agldwg/agift/mathematical-sciences>,,
<http://registry.it.csiro.au/def/agldwg/agift/statistical-design>,'2014-05-26'^^xsd:date,"'Designing statistical outputs, concepts, methodologies, metadata, and collection instruments .

See also STATISTICAL SERVICES - Statistical collection:  for collecting statistics and analysing this collected data to identify trends.

See also STATISTICAL SERVICES - Statistical standards: providing standards for numerical facts issued to the Australian community to ensure the information is coherent, comprehensible and consistent. 

See also STATISTICAL SERVICES - Statistics dissemination: disseminating statistical information for use by a broad cross-section of the community.'@en",'2015-06-11T05:19:46Z'^^xsd:dateTime,skos:Concept,'Statistical design'@en,,,<http://registry.it.csiro.au/def/agldwg/agift/statistical-services>,,"'Designing statistical outputs, concepts, methodologies, metadata, and collection instruments .

See also STATISTICAL SERVICES - Statistical collection:  for collecting statistics and analysing this collected data to identify trends.

See also STATISTICAL SERVICES - Statistical standards: providing standards for numerical facts issued to the Australian community to ensure the information is coherent, comprehensible and consistent. 

See also STATISTICAL SERVICES - Statistics dissemination: disseminating statistical information for use by a broad cross-section of the community.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Statistical design'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/statistical-services>,'2014-05-26'^^xsd:date,"'Providing a high quality, objective and responsive statistical service to assist and encourage informed decision making, research and discussion within governments and the community.'@en",,skos:Concept,'STATISTICAL SERVICES'@en,<http://unstats.un.org/unsd/cr/registry/regcs.asp?Cl=4&Lg=1&Co=01.3.2>,,,,"'Providing a high quality, objective and responsive statistical service to assist and encourage informed decision making, research and discussion within governments and the community.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/statistical-collection>|<http://registry.it.csiro.au/def/agldwg/agift/statistical-standards>|<http://registry.it.csiro.au/def/agldwg/agift/statistical-design>|<http://registry.it.csiro.au/def/agldwg/agift/statistics-dissemination>,'STATISTICAL SERVICES'@en,,<http://unstats.un.org/unsd/cr/references/cofog/version1/01-3-2>,<http://registry.it.csiro.au/def/agldwg/agift>
<http://registry.it.csiro.au/def/agldwg/agift/statistical-standards>,'2014-05-26'^^xsd:date,"'Supporting and providing standards for numerical facts issued to the Australian community to ensure the information is coherent, comprehensible and consistent. Representing Australia on international standards bodies (such as the System of National Accounts and the International Monetary Fund\'s Balance of Payments Manual), advising official bodies within Australia about existing statistical standards and consulting on the development of new standards.

See also STATISTICAL SERVICES - Statistical collection:  for collecting statistics and analysing this collected data to identify trends.
 
See also STATISTICAL SERVICES - Statistical design:  designing statistical outputs, concepts, methodologies, metadata, and collection instruments.

See also STATISTICAL SERVICES - Statistics dissemination: disseminating statistical information for use by a broad cross-section of the community.'@en",'2015-06-11T05:19:46Z'^^xsd:dateTime,skos:Concept,'Statistical standards'@en,,,<http://registry.it.csiro.au/def/agldwg/agift/statistical-services>,,"'Supporting and providing standards for numerical facts issued to the Australian community to ensure the information is coherent, comprehensible and consistent. Representing Australia on international standards bodies (such as the System of National Accounts and the International Monetary Fund\'s Balance of Payments Manual), advising official bodies within Australia about existing statistical standards and consulting on the development of new standards.

See also STATISTICAL SERVICES - Statistical collection:  for collecting statistics and analysing this collected data to identify trends.
 
See also STATISTICAL SERVICES - Statistical design:  designing statistical outputs, concepts, methodologies, metadata, and collection instruments.

See also STATISTICAL SERVICES - Statistics dissemination: disseminating statistical information for use by a broad cross-section of the community.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Statistical standards'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/statistics-dissemination>,'2014-05-26'^^xsd:date,"'Disseminating statistical information for use by a broad cross-section of the community, businesses, the research sector, the media, government departments and agencies, other governments and international agencies. Statistical categories may focus on environmental matters,  government activities,  population, economic or social matters.

See also STATISTICAL SERVICES - Statistical collection:  for collecting statistics and analysing this collected data to identify trends.

See also STATISTICAL SERVICES - Statistical design:  designing statistical outputs, concepts, methodologies, metadata, and collection instruments.

See also STATISTICAL SERVICES - Statistical standards: providing standards for numerical facts issued to the Australian community to ensure the information is coherent, comprehensible and consistent.'@en",'2015-06-11T06:46:49Z'^^xsd:dateTime,skos:Concept,'Statistics dissemination'@en,,,<http://registry.it.csiro.au/def/agldwg/agift/statistical-services>,,"'Disseminating statistical information for use by a broad cross-section of the community, businesses, the research sector, the media, government departments and agencies, other governments and international agencies. Statistical categories may focus on environmental matters,  government activities,  population, economic or social matters.

See also STATISTICAL SERVICES - Statistical collection:  for collecting statistics and analysing this collected data to identify trends.

See also STATISTICAL SERVICES - Statistical design:  designing statistical outputs, concepts, methodologies, metadata, and collection instruments.

See also STATISTICAL SERVICES - Statistical standards: providing standards for numerical facts issued to the Australian community to ensure the information is coherent, comprehensible and consistent.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Statistics dissemination'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/stock-market-regulation>,'2003-08-28'^^xsd:date,"'Developing policy to control the buying, selling and trading of shares and securities. Monitoring the activities of stock exchanges and stockbrokers. Issuing licenses, investigating suspected breaches of regulations and applying penalties when appropriate.'@en",'2004-08-06'^^xsd:date,skos:Concept,'Stock market regulation'@en,,'Shares regulation'@en|'Securities exchange'@en|'Stock exchange'@en|'Capital stock regulation'@en|'Company shares'@en,<http://registry.it.csiro.au/def/agldwg/agift/business-support-and-regulation>,,"'Developing policy to control the buying, selling and trading of shares and securities. Monitoring the activities of stock exchanges and stockbrokers. Issuing licenses, investigating suspected breaches of regulations and applying penalties when appropriate.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Stock market regulation'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/strategic-decisions>,'2003-08-28'^^xsd:date,"'Determining a course of action in relation to the deployment of Australia\'s defence capability. Reaching a conclusion to direct the conduct of military operations. Resolving a dilemma or choosing from a range of options, to realise defence strategic policy.

See also DEFENCE - Defence strategic policy - Strategic planning: for evaluating defence policy and military advice.

See also DEFENCE - Military operations: for implementing strategic decisions in the conduct of campaigns.

See also INTERNATIONAL RELATIONS - Defence liaison - Military advisors: for guidance to support strategic decisions.'@en",'2015-06-11T05:08:49Z'^^xsd:dateTime,skos:Concept,'Strategic decisions'@en,,,<http://registry.it.csiro.au/def/agldwg/agift/defence-strategic-policy>,,"'Determining a course of action in relation to the deployment of Australia\'s defence capability. Reaching a conclusion to direct the conduct of military operations. Resolving a dilemma or choosing from a range of options, to realise defence strategic policy.

See also DEFENCE - Defence strategic policy - Strategic planning: for evaluating defence policy and military advice.

See also DEFENCE - Military operations: for implementing strategic decisions in the conduct of campaigns.

See also INTERNATIONAL RELATIONS - Defence liaison - Military advisors: for guidance to support strategic decisions.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Strategic decisions'@en,<http://registry.it.csiro.au/def/agldwg/agift/military-advisors>,,
<http://registry.it.csiro.au/def/agldwg/agift/strategic-planning>,'2003-08-28'^^xsd:date,"'Assessing military and diplomatic advice. Evaluating circumstances and the relative merits of various recommendations regarding deployment of defence resources or the conduct of military operations. Preparing materials to support decision making to realise defence strategic policy.

See also DEFENCE - Defence strategic development: for planning the growth of defence operations.

See also DEFENCE - Defence strategic policy - Strategic decisions: for determining a course of action in matters of defence.

See also INTERNATIONAL RELATIONS - Defence liaison - Military advisors: for guidance to support strategic planning.'@en",'2015-06-11T07:56:49Z'^^xsd:dateTime,skos:Concept,'Strategic planning'@en,,,<http://registry.it.csiro.au/def/agldwg/agift/defence-strategic-policy>,,"'Assessing military and diplomatic advice. Evaluating circumstances and the relative merits of various recommendations regarding deployment of defence resources or the conduct of military operations. Preparing materials to support decision making to realise defence strategic policy.

See also DEFENCE - Defence strategic development: for planning the growth of defence operations.

See also DEFENCE - Defence strategic policy - Strategic decisions: for determining a course of action in matters of defence.

See also INTERNATIONAL RELATIONS - Defence liaison - Military advisors: for guidance to support strategic planning.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Strategic planning'@en,<http://registry.it.csiro.au/def/agldwg/agift/military-advisors>,,
<http://registry.it.csiro.au/def/agldwg/agift/superannuation-regulation>,'2003-08-25'^^xsd:date,"'Certifying trust funds as superannuation funds, allowing them to accept superannuation contributions and receive concessional tax treatment. Assessing applications against set criteria. Monitoring activities to ensure compliance with superannuation regulations.

See also FINANCE MANAGEMENT - Financial investment - Investment scheme regulation: for prudential supervision of superannuation funds.

See also FINANCE MANAGEMENT - Retirement income - Retirement saving: for encouraging individuals to invest in superannuation.'@en",'2015-06-11T08:32:40Z'^^xsd:dateTime,skos:Concept,'Superannuation regulation'@en,,'Superannuation industry supervision'@en,<http://registry.it.csiro.au/def/agldwg/agift/retirement-income>,,"'Certifying trust funds as superannuation funds, allowing them to accept superannuation contributions and receive concessional tax treatment. Assessing applications against set criteria. Monitoring activities to ensure compliance with superannuation regulations.

See also FINANCE MANAGEMENT - Financial investment - Investment scheme regulation: for prudential supervision of superannuation funds.

See also FINANCE MANAGEMENT - Retirement income - Retirement saving: for encouraging individuals to invest in superannuation.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Superannuation regulation'@en,<http://registry.it.csiro.au/def/agldwg/agift/financial-institutions-regulation>|<http://registry.it.csiro.au/def/agldwg/agift/insurance-regulation>,,
<http://registry.it.csiro.au/def/agldwg/agift/tabling-of-official-documents>,'2003-08-25'^^xsd:date,'Submitting reports and other official documents to parliament or an assembly for discussion. Tabled documents allow review and scrutiny of government policy and through tabling become public documents. Includes programming documents and other procedures associated with their official tabling.'@en,'2015-06-11T04:21:49Z'^^xsd:dateTime,skos:Concept,'Tabling of official documents'@en,,,<http://registry.it.csiro.au/def/agldwg/agift/parliamentary-chamber-support>,,'Submitting reports and other official documents to parliament or an assembly for discussion. Tabled documents allow review and scrutiny of government policy and through tabling become public documents. Includes programming documents and other procedures associated with their official tabling.'@en,<http://registry.it.csiro.au/def/agldwg/agift>,,'Tabling of official documents'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/tariff-regulation>,'2003-08-26'^^xsd:date,"'Setting and collecting taxes or duties on imported goods and resources. Developing policy to control the imposition of charges, and procedures to process tariff payments.

See also FINANCE MANAGEMENT - Taxation: for collecting other levies and taxes.

See also TRADE - Import regulation - Prohibited import control: for inspections and procedures to handle goods that are subject to tariffs.'@en",'2015-06-11T08:34:02Z'^^xsd:dateTime,skos:Concept,'Tariff regulation'@en,,'Industry protection'@en|'Tariffs'@en|'Duties'@en,<http://registry.it.csiro.au/def/agldwg/agift/import-regulation>,,"'Setting and collecting taxes or duties on imported goods and resources. Developing policy to control the imposition of charges, and procedures to process tariff payments.

See also FINANCE MANAGEMENT - Taxation: for collecting other levies and taxes.

See also TRADE - Import regulation - Prohibited import control: for inspections and procedures to handle goods that are subject to tariffs.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Tariff regulation'@en,<http://registry.it.csiro.au/def/agldwg/agift/port-regulation>|<http://registry.it.csiro.au/def/agldwg/agift/taxation>,,
<http://registry.it.csiro.au/def/agldwg/agift/taxation>,'2003-08-25'^^xsd:date,"'Developing policy to support the collection of taxes and levies from business and the community. Assessing and reviewing the operation of the tax system. Providing taxation advice to individuals and organisations.

See also COMMUNITY SERVICES - Financial assistance: for rebates processed through the tax system.

See also JUSTICE ADMINISTRATION - Local laws and ordinances: for setting rates.

See also TRADE - Import regulation - Tariff regulation: for the collection of import duties and taxes.'@en",'2015-06-11T07:53:58Z'^^xsd:dateTime,skos:Concept,'Taxation'@en,,'Tax exemptions'@en|'Goods and Services Tax'@en|'Levies'@en|'Payroll tax'@en|'GST'@en,<http://registry.it.csiro.au/def/agldwg/agift/finance-management>,,"'Developing policy to support the collection of taxes and levies from business and the community. Assessing and reviewing the operation of the tax system. Providing taxation advice to individuals and organisations.

See also COMMUNITY SERVICES - Financial assistance: for rebates processed through the tax system.

See also JUSTICE ADMINISTRATION - Local laws and ordinances: for setting rates.

See also TRADE - Import regulation - Tariff regulation: for the collection of import duties and taxes.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/revenue-raising>|<http://registry.it.csiro.au/def/agldwg/agift/taxation-compliance>|<http://registry.it.csiro.au/def/agldwg/agift/income-assessment>,'Taxation'@en,<http://registry.it.csiro.au/def/agldwg/agift/financial-assistance>|<http://registry.it.csiro.au/def/agldwg/agift/tariff-regulation>|<http://registry.it.csiro.au/def/agldwg/agift/local-laws-and-ordinances>,,
<http://registry.it.csiro.au/def/agldwg/agift/taxation-compliance>,'2003-08-25'^^xsd:date,"'Monitoring the documentation submitted by individuals and organisations to ensure it is completed according to taxation laws. Investigating suspected tax avoidance and applying penalties where appropriate. Determining amounts of outstanding tax and implementing recovery procedures. Includes managing payments made by individuals through withholding schemes.

See also FINANCE MANAGEMENT - Taxation - Income assessment: for procedures to submit taxation documentation.

See also FINANCE MANAGEMENT - Taxation - Revenue raising: for mechanisms to collect taxes from individuals or organisations.'@en",'2015-06-11T08:35:43Z'^^xsd:dateTime,skos:Concept,'Taxation compliance'@en,,'Higher Education Contribution Scheme payments'@en|'HECS payments'@en|'Tax avoidance'@en|'Child support payments'@en,<http://registry.it.csiro.au/def/agldwg/agift/taxation>,,"'Monitoring the documentation submitted by individuals and organisations to ensure it is completed according to taxation laws. Investigating suspected tax avoidance and applying penalties where appropriate. Determining amounts of outstanding tax and implementing recovery procedures. Includes managing payments made by individuals through withholding schemes.

See also FINANCE MANAGEMENT - Taxation - Income assessment: for procedures to submit taxation documentation.

See also FINANCE MANAGEMENT - Taxation - Revenue raising: for mechanisms to collect taxes from individuals or organisations.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Taxation compliance'@en,<http://registry.it.csiro.au/def/agldwg/agift/child-and-youth-support>|<http://registry.it.csiro.au/def/agldwg/agift/tertiary-education>|<http://registry.it.csiro.au/def/agldwg/agift/income-support-schemes>|<http://registry.it.csiro.au/def/agldwg/agift/financial-assistance>|<http://registry.it.csiro.au/def/agldwg/agift/child-care-services>|<http://registry.it.csiro.au/def/agldwg/agift/benefits>,,
<http://registry.it.csiro.au/def/agldwg/agift/telecommunications>,'2003-08-28'^^xsd:date,'Developing policy to support and regulate industries that transmit signals along a wire or cable to a receiver. Providing advice on the introduction of new technology and the effects of government policy on the telecommunications industry. Includes consultation with peak industry bodies.'@en,'2005-03-09'^^xsd:date,skos:Concept,'Telecommunications'@en,,'Telephones'@en|'Broadband networks'@en,<http://registry.it.csiro.au/def/agldwg/agift/communications>,,'Developing policy to support and regulate industries that transmit signals along a wire or cable to a receiver. Providing advice on the introduction of new technology and the effects of government policy on the telecommunications industry. Includes consultation with peak industry bodies.'@en,<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/carrier-licensing>|<http://registry.it.csiro.au/def/agldwg/agift/carriage-service-providers>|<http://registry.it.csiro.au/def/agldwg/agift/telephone-services>|<http://registry.it.csiro.au/def/agldwg/agift/mobile-telephone-services>|<http://registry.it.csiro.au/def/agldwg/agift/equipment-licensing>|<http://registry.it.csiro.au/def/agldwg/agift/communications-infrastructure>,'Telecommunications'@en,,,
